HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Ensembl gene ID
HGNC:13606	Approved	KDM2A	lysine demethylase 2A	22992	ENSG00000173120
HGNC:13610	Approved	KDM2B	lysine demethylase 2B	84678	ENSG00000089094
HGNC:20815	Approved	KDM3A	lysine demethylase 3A	55818	ENSG00000115548
HGNC:1337	Approved	KDM3B	lysine demethylase 3B	51780	ENSG00000120733
HGNC:22978	Approved	KDM4A	lysine demethylase 4A	9682	ENSG00000066135
HGNC:29136	Approved	KDM4B	lysine demethylase 4B	23030	ENSG00000127663
HGNC:17071	Approved	KDM4C	lysine demethylase 4C	23081	ENSG00000107077
HGNC:25498	Approved	KDM4D	lysine demethylase 4D	55693	ENSG00000186280
HGNC:37098	Approved	KDM4E	lysine demethylase 4E	390245	ENSG00000235268
HGNC:9886	Approved	KDM5A	lysine demethylase 5A	5927	ENSG00000073614
HGNC:18039	Approved	KDM5B	lysine demethylase 5B	10765	ENSG00000117139
HGNC:29012	Approved	KDM6B	lysine demethylase 6B	23135	ENSG00000132510
HGNC:22224	Approved	KDM7A	lysine demethylase 7A	80853	ENSG00000006459
HGNC:25840	Approved	KDM8	lysine demethylase 8	79831	ENSG00000155666
HGNC:6307	Approved	KDR	kinase insert domain receptor	3791	ENSG00000128052
HGNC:4021	Approved	KDSR	3-ketodihydrosphingosine reductase	2531	ENSG00000119537
HGNC:23177	Approved	KEAP1	kelch like ECH associated protein 1	9817	ENSG00000079999
HGNC:6308	Approved	KEL	Kell metallo-endopeptidase (Kell blood group)	3792	ENSG00000197993
HGNC:6309	Approved	KERA	keratocan	11081	ENSG00000139330
HGNC:21366	Approved	KHDC1	KH domain containing 1	80759	ENSG00000135314
HGNC:37274	Approved	KHDC1L	KH domain containing 1 like	100129128	ENSG00000256980
HGNC:33699	Approved	KHDC3L	KH domain containing 3 like, subcortical maternal complex member	154288	ENSG00000203908
HGNC:29145	Approved	KHDC4	KH domain containing 4, pre-mRNA splicing factor	22889	ENSG00000132680
HGNC:18116	Approved	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	10657	ENSG00000121774
HGNC:18114	Approved	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2	202559	ENSG00000112232
HGNC:18117	Approved	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3	10656	ENSG00000131773
HGNC:6315	Approved	KHK	ketohexokinase	3795	ENSG00000138030
HGNC:20166	Approved	KHNYN	KH and NYN domain containing	23351	ENSG00000100441
HGNC:6316	Approved	KHSRP	KH-type splicing regulatory protein	8570	ENSG00000088247
HGNC:28950	Approved	KIAA0040	KIAA0040	9674	ENSG00000235750
HGNC:28960	Approved	KIAA0100	KIAA0100	9703	ENSG00000007202
HGNC:28992	Approved	KIAA0232	KIAA0232	9778	ENSG00000170871
HGNC:21580	Approved	KIAA0319	KIAA0319	9856	ENSG00000137261
HGNC:30071	Approved	KIAA0319L	KIAA0319 like	79932	ENSG00000142687
HGNC:21636	Approved	KIAA0408	KIAA0408	9729	ENSG00000189367
HGNC:29058	Approved	KIAA0513	KIAA0513	9764	ENSG00000135709
HGNC:19960	Approved	KIAA0586	KIAA0586	9786	ENSG00000100578
HGNC:29110	Approved	KIAA0753	KIAA0753	9851	ENSG00000198920
HGNC:28532	Approved	KIAA0825	KIAA0825	285600	ENSG00000185261
HGNC:22206	Approved	KIAA0895	KIAA0895	23366	ENSG00000164542
HGNC:34408	Approved	KIAA0895L	KIAA0895 like	653319	ENSG00000196123
HGNC:1314	Approved	KIAA0930	KIAA0930	23313	ENSG00000100364
HGNC:29192	Approved	KIAA1107	KIAA1107	23285	ENSG00000069712
HGNC:26953	Approved	KIAA1109	KIAA1109	84162	ENSG00000138688
HGNC:29198	Approved	KIAA1143	KIAA1143	57456	ENSG00000163807
HGNC:29209	Approved	KIAA1191	KIAA1191	57179	ENSG00000122203
HGNC:25428	Approved	KIAA1217	KIAA1217	56243	ENSG00000120549
HGNC:29248	Approved	KIAA1328	KIAA1328	57536	ENSG00000150477
HGNC:29301	Approved	KIAA1522	KIAA1522	57648	ENSG00000162522
HGNC:22219	Approved	KIAA1549	KIAA1549	57670	ENSG00000122778
HGNC:24836	Approved	KIAA1549L	KIAA1549 like	25758	ENSG00000110427
HGNC:21360	Approved	KIAA1586	KIAA1586	57691	ENSG00000168116
HGNC:29327	Approved	KIAA1614	KIAA1614	57710	ENSG00000135835
HGNC:29345	Approved	KIAA1671	KIAA1671	85379	ENSG00000197077
HGNC:29372	Approved	KIAA1755	KIAA1755	85449	ENSG00000149633
HGNC:29387	Approved	KIAA1841	KIAA1841	84542	ENSG00000162929
HGNC:23427	Approved	KIAA1958	KIAA1958	158405	ENSG00000165185
HGNC:51250	Approved	KIAA2012	KIAA2012	100652824	ENSG00000182329
HGNC:28513	Approved	KIAA2013	KIAA2013	90231	ENSG00000116685
HGNC:23378	Approved	KIAA2026	KIAA2026	158358	ENSG00000183354
HGNC:29508	Approved	KIDINS220	kinase D interacting substrate 220	57498	ENSG00000134313
HGNC:888	Approved	KIF1A	kinesin family member 1A	547	ENSG00000130294
HGNC:16636	Approved	KIF1B	kinesin family member 1B	23095	ENSG00000054523
HGNC:6317	Approved	KIF1C	kinesin family member 1C	10749	ENSG00000129250
HGNC:6318	Approved	KIF2A	kinesin family member 2A	3796	ENSG00000068796
HGNC:29443	Approved	KIF2B	kinesin family member 2B	84643	ENSG00000141200
HGNC:6393	Approved	KIF2C	kinesin family member 2C	11004	ENSG00000142945
HGNC:6319	Approved	KIF3A	kinesin family member 3A	11127	ENSG00000131437
HGNC:6320	Approved	KIF3B	kinesin family member 3B	9371	ENSG00000101350
HGNC:6321	Approved	KIF3C	kinesin family member 3C	3797	ENSG00000084731
HGNC:6322	Approved	KIF4B	kinesin family member 4B	285643	ENSG00000226650
HGNC:6323	Approved	KIF5A	kinesin family member 5A	3798	ENSG00000155980
HGNC:6324	Approved	KIF5B	kinesin family member 5B	3799	ENSG00000170759
HGNC:6325	Approved	KIF5C	kinesin family member 5C	3800	ENSG00000168280
HGNC:21202	Approved	KIF6	kinesin family member 6	221458	ENSG00000164627
HGNC:30497	Approved	KIF7	kinesin family member 7	374654	ENSG00000166813
HGNC:16666	Approved	KIF9	kinesin family member 9	64147	ENSG00000088727
HGNC:6388	Approved	KIF11	kinesin family member 11	3832	ENSG00000138160
HGNC:21495	Approved	KIF12	kinesin family member 12	113220	ENSG00000136883
HGNC:14566	Approved	KIF13A	kinesin family member 13A	63971	ENSG00000137177
HGNC:14405	Approved	KIF13B	kinesin family member 13B	23303	ENSG00000197892
HGNC:19181	Approved	KIF14	kinesin family member 14	9928	ENSG00000118193
HGNC:17273	Approved	KIF15	kinesin family member 15	56992	ENSG00000163808
HGNC:15869	Approved	KIF16B	kinesin family member 16B	55614	ENSG00000089177
HGNC:19167	Approved	KIF17	kinesin family member 17	57576	ENSG00000117245
HGNC:29441	Approved	KIF18A	kinesin family member 18A	81930	ENSG00000121621
HGNC:27102	Approved	KIF18B	kinesin family member 18B	146909	ENSG00000186185
HGNC:26735	Approved	KIF19	kinesin family member 19	124602	ENSG00000196169
HGNC:9787	Approved	KIF20A	kinesin family member 20A	10112	ENSG00000112984
HGNC:7212	Approved	KIF20B	kinesin family member 20B	9585	ENSG00000138182
HGNC:19349	Approved	KIF21A	kinesin family member 21A	55605	ENSG00000139116
HGNC:29442	Approved	KIF21B	kinesin family member 21B	23046	ENSG00000116852
HGNC:6391	Approved	KIF22	kinesin family member 22	3835	ENSG00000079616
HGNC:6392	Approved	KIF23	kinesin family member 23	9493	ENSG00000137807
HGNC:19916	Approved	KIF24	kinesin family member 24	347240	ENSG00000186638
HGNC:6390	Approved	KIF25	kinesin family member 25	3834	ENSG00000125337
HGNC:20226	Approved	KIF26A	kinesin family member 26A	26153	ENSG00000066735
HGNC:25484	Approved	KIF26B	kinesin family member 26B	55083	ENSG00000162849
HGNC:18632	Approved	KIF27	kinesin family member 27	55582	ENSG00000165115
HGNC:17060	Approved	KIFAP3	kinesin associated protein 3	22920	ENSG00000075945
HGNC:23419	Approved	KIFBP	kinesin family binding protein	26128	ENSG00000198954
HGNC:6389	Approved	KIFC1	kinesin family member C1	3833	ENSG00000237649
HGNC:29530	Approved	KIFC2	kinesin family member C2	90990	ENSG00000167702
HGNC:6326	Approved	KIFC3	kinesin family member C3	3801	ENSG00000140859
HGNC:6327	Approved	KIN	Kin17 DNA and RNA binding protein	22944	ENSG00000151657
HGNC:6329	Approved	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	3802	ENSG00000125498
HGNC:6331	Approved	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	3804	ENSG00000243772
HGNC:6332	Approved	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	3805	ENSG00000189013
HGNC:16345	Approved	KIR2DL5A	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A	57292	ENSG00000274143
HGNC:6333	Approved	KIR2DS1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1	3806	ENSG00000276387
HGNC:6336	Approved	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4	3809	ENSG00000221957
HGNC:6338	Approved	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	3811	ENSG00000167633
HGNC:6339	Approved	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	3812	ENSG00000240403
HGNC:16312	Approved	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3	115653	ENSG00000242019
HGNC:6340	Approved	KIR3DS1	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1	3813	ENSG00000275434
HGNC:15734	Approved	KIRREL1	kirre like nephrin family adhesion molecule 1	55243	ENSG00000183853
HGNC:18816	Approved	KIRREL2	kirre like nephrin family adhesion molecule 2	84063	ENSG00000126259
HGNC:23204	Approved	KIRREL3	kirre like nephrin family adhesion molecule 3	84623	ENSG00000149571
HGNC:6341	Approved	KISS1	KiSS-1 metastasis suppressor	3814	ENSG00000170498
HGNC:4510	Approved	KISS1R	KISS1 receptor	84634	ENSG00000116014
HGNC:6342	Approved	KIT	KIT proto-oncogene, receptor tyrosine kinase	3815	ENSG00000157404
HGNC:6343	Approved	KITLG	KIT ligand	4254	ENSG00000049130
HGNC:15865	Approved	KIZ	kizuna centrosomal protein	55857	ENSG00000088970
HGNC:6344	Approved	KL	klotho	9365	ENSG00000133116
HGNC:15527	Approved	KLB	klotho beta	152831	ENSG00000134962
HGNC:6387	Approved	KLC1	kinesin light chain 1	3831	ENSG00000126214
HGNC:20716	Approved	KLC2	kinesin light chain 2	64837	ENSG00000174996
HGNC:20717	Approved	KLC3	kinesin light chain 3	147700	ENSG00000104892
HGNC:21624	Approved	KLC4	kinesin light chain 4	89953	ENSG00000137171
HGNC:6345	Approved	KLF1	Kruppel like factor 1	10661	ENSG00000105610
HGNC:6347	Approved	KLF2	Kruppel like factor 2	10365	ENSG00000127528
HGNC:16516	Approved	KLF3	Kruppel like factor 3	51274	ENSG00000109787
HGNC:6348	Approved	KLF4	Kruppel like factor 4	9314	ENSG00000136826
HGNC:6349	Approved	KLF5	Kruppel like factor 5	688	ENSG00000102554
HGNC:2235	Approved	KLF6	Kruppel like factor 6	1316	ENSG00000067082
HGNC:6350	Approved	KLF7	Kruppel like factor 7	8609	ENSG00000118263
HGNC:1123	Approved	KLF9	Kruppel like factor 9	687	ENSG00000119138
HGNC:11810	Approved	KLF10	Kruppel like factor 10	7071	ENSG00000155090
HGNC:11811	Approved	KLF11	Kruppel like factor 11	8462	ENSG00000172059
HGNC:6346	Approved	KLF12	Kruppel like factor 12	11278	ENSG00000118922
HGNC:13672	Approved	KLF13	Kruppel like factor 13	51621	ENSG00000169926
HGNC:23025	Approved	KLF14	Kruppel like factor 14	136259	ENSG00000266265
HGNC:14536	Approved	KLF15	Kruppel like factor 15	28999	ENSG00000163884
HGNC:16857	Approved	KLF16	Kruppel like factor 16	83855	ENSG00000129911
HGNC:18830	Approved	KLF17	Kruppel like factor 17	128209	ENSG00000171872
HGNC:51793	Approved	KLF18	Kruppel like factor 18	105378952	ENSG00000283039
HGNC:19836	Approved	KLHDC1	kelch domain containing 1	122773	ENSG00000197776
HGNC:20231	Approved	KLHDC2	kelch domain containing 2	23588	ENSG00000165516
HGNC:20704	Approved	KLHDC3	kelch domain containing 3	116138	ENSG00000124702
HGNC:25272	Approved	KLHDC4	kelch domain containing 4	54758	ENSG00000104731
HGNC:26791	Approved	KLHDC7A	kelch domain containing 7A	127707	ENSG00000179023
HGNC:25145	Approved	KLHDC7B	kelch domain containing 7B	113730	ENSG00000130487
HGNC:25573	Approved	KLHDC8A	kelch domain containing 8A	55220	ENSG00000162873
HGNC:28557	Approved	KLHDC8B	kelch domain containing 8B	200942	ENSG00000185909
HGNC:28489	Approved	KLHDC9	kelch domain containing 9	126823	ENSG00000162755
HGNC:22194	Approved	KLHDC10	kelch domain containing 10	23008	ENSG00000128607
HGNC:6352	Approved	KLHL1	kelch like family member 1	57626	ENSG00000150361
HGNC:6353	Approved	KLHL2	kelch like family member 2	11275	ENSG00000109466
HGNC:6354	Approved	KLHL3	kelch like family member 3	26249	ENSG00000146021
HGNC:6356	Approved	KLHL5	kelch like family member 5	51088	ENSG00000109790
HGNC:18653	Approved	KLHL6	kelch like family member 6	89857	ENSG00000172578
HGNC:15646	Approved	KLHL7	kelch like family member 7	55975	ENSG00000122550
HGNC:18644	Approved	KLHL8	kelch like family member 8	57563	ENSG00000145332
HGNC:18732	Approved	KLHL9	kelch like family member 9	55958	ENSG00000198642
HGNC:18829	Approved	KLHL10	kelch like family member 10	317719	ENSG00000161594
HGNC:19008	Approved	KLHL11	kelch like family member 11	55175	ENSG00000178502
HGNC:19360	Approved	KLHL12	kelch like family member 12	59349	ENSG00000117153
HGNC:29266	Approved	KLHL14	kelch like family member 14	57565	ENSG00000197705
HGNC:24023	Approved	KLHL17	kelch like family member 17	339451	ENSG00000187961
HGNC:29120	Approved	KLHL18	kelch like family member 18	23276	ENSG00000114648
HGNC:25056	Approved	KLHL20	kelch like family member 20	27252	ENSG00000076321
HGNC:29041	Approved	KLHL21	kelch like family member 21	9903	ENSG00000162413
HGNC:25888	Approved	KLHL22	kelch like family member 22	84861	ENSG00000099910
HGNC:27506	Approved	KLHL23	kelch like family member 23	151230	ENSG00000213160
HGNC:25947	Approved	KLHL24	kelch like family member 24	54800	ENSG00000114796
HGNC:25732	Approved	KLHL25	kelch like family member 25	64410	ENSG00000183655
HGNC:25623	Approved	KLHL26	kelch like family member 26	55295	ENSG00000167487
HGNC:19741	Approved	KLHL28	kelch like family member 28	54813	ENSG00000179454
HGNC:29404	Approved	KLHL29	kelch like family member 29	114818	ENSG00000119771
HGNC:24770	Approved	KLHL30	kelch like family member 30	377007	ENSG00000168427
HGNC:21353	Approved	KLHL31	kelch like family member 31	401265	ENSG00000124743
HGNC:21221	Approved	KLHL32	kelch like family member 32	114792	ENSG00000186231
HGNC:31952	Approved	KLHL33	kelch like family member 33	123103	ENSG00000185271
HGNC:26597	Approved	KLHL35	kelch like family member 35	283212	ENSG00000149243
HGNC:17844	Approved	KLHL36	kelch like family member 36	79786	ENSG00000135686
HGNC:34435	Approved	KLHL38	kelch like family member 38	340359	ENSG00000175946
HGNC:30372	Approved	KLHL40	kelch like family member 40	131377	ENSG00000157119
HGNC:16905	Approved	KLHL41	kelch like family member 41	10324	ENSG00000239474
HGNC:29252	Approved	KLHL42	kelch like family member 42	57542	ENSG00000087448
HGNC:6357	Approved	KLK1	kallikrein 1	3816	ENSG00000167748
HGNC:6363	Approved	KLK2	kallikrein related peptidase 2	3817	ENSG00000167751
HGNC:6364	Approved	KLK3	kallikrein related peptidase 3	354	ENSG00000142515
HGNC:6365	Approved	KLK4	kallikrein related peptidase 4	9622	ENSG00000167749
HGNC:6366	Approved	KLK5	kallikrein related peptidase 5	25818	ENSG00000167754
HGNC:6367	Approved	KLK6	kallikrein related peptidase 6	5653	ENSG00000167755
HGNC:6368	Approved	KLK7	kallikrein related peptidase 7	5650	ENSG00000169035
HGNC:6369	Approved	KLK8	kallikrein related peptidase 8	11202	ENSG00000129455
HGNC:6370	Approved	KLK9	kallikrein related peptidase 9	284366	ENSG00000213022
HGNC:6358	Approved	KLK10	kallikrein related peptidase 10	5655	ENSG00000129451
HGNC:6359	Approved	KLK11	kallikrein related peptidase 11	11012	ENSG00000167757
HGNC:6360	Approved	KLK12	kallikrein related peptidase 12	43849	ENSG00000186474
HGNC:6361	Approved	KLK13	kallikrein related peptidase 13	26085	ENSG00000167759
HGNC:6362	Approved	KLK14	kallikrein related peptidase 14	43847	ENSG00000129437
HGNC:20453	Approved	KLK15	kallikrein related peptidase 15	55554	ENSG00000174562
HGNC:6371	Approved	KLKB1	kallikrein B1	3818	ENSG00000164344
HGNC:37212	Approved	KLLN	killin, p53 regulated DNA replication inhibitor	100144748	ENSG00000227268
HGNC:6373	Approved	KLRB1	killer cell lectin like receptor B1	3820	ENSG00000111796
HGNC:6374	Approved	KLRC1	killer cell lectin like receptor C1	3821	ENSG00000134545
HGNC:6375	Approved	KLRC2	killer cell lectin like receptor C2	3822	ENSG00000205809
HGNC:6376	Approved	KLRC3	killer cell lectin like receptor C3	3823	ENSG00000205810
HGNC:6377	Approved	KLRC4	killer cell lectin like receptor C4	8302	ENSG00000183542
HGNC:6378	Approved	KLRD1	killer cell lectin like receptor D1	3824	ENSG00000134539
HGNC:13342	Approved	KLRF1	killer cell lectin like receptor F1	51348	ENSG00000150045
HGNC:37646	Approved	KLRF2	killer cell lectin like receptor F2	100431172	ENSG00000256797
HGNC:6380	Approved	KLRG1	killer cell lectin like receptor G1	10219	ENSG00000139187
HGNC:24778	Approved	KLRG2	killer cell lectin like receptor G2	346689	ENSG00000188883
HGNC:18788	Approved	KLRK1	killer cell lectin like receptor K1	22914	ENSG00000213809
HGNC:6381	Approved	KMO	kynurenine 3-monooxygenase	8564	ENSG00000117009
HGNC:7132	Approved	KMT2A	lysine methyltransferase 2A	4297	ENSG00000118058
HGNC:15840	Approved	KMT2B	lysine methyltransferase 2B	9757	ENSG00000272333
HGNC:13726	Approved	KMT2C	lysine methyltransferase 2C	58508	ENSG00000055609
HGNC:7133	Approved	KMT2D	lysine methyltransferase 2D	8085	ENSG00000167548
HGNC:18541	Approved	KMT2E	lysine methyltransferase 2E (inactive)	55904	ENSG00000005483
HGNC:29489	Approved	KMT5A	lysine methyltransferase 5A	387893	ENSG00000183955
HGNC:24283	Approved	KMT5B	lysine methyltransferase 5B	51111	ENSG00000110066
HGNC:28405	Approved	KMT5C	lysine methyltransferase 5C	84787	ENSG00000133247
HGNC:26488	Approved	KNCN	kinocilin	148930	ENSG00000162456
HGNC:29374	Approved	KNDC1	kinase non-catalytic C-lobe domain containing 1	85442	ENSG00000171798
HGNC:6383	Approved	KNG1	kininogen 1	3827	ENSG00000113889
HGNC:24054	Approved	KNL1	kinetochore scaffold 1	57082	ENSG00000137812
HGNC:34404	Approved	KNOP1	lysine rich nucleolar protein 1	400506	ENSG00000103550
HGNC:30767	Approved	KNSTRN	kinetochore localized astrin (SPAG5) binding protein	90417	ENSG00000128944
HGNC:17255	Approved	KNTC1	kinetochore associated 1	9735	ENSG00000184445
HGNC:6394	Approved	KPNA1	karyopherin subunit alpha 1	3836	ENSG00000114030
HGNC:6395	Approved	KPNA2	karyopherin subunit alpha 2	3838	ENSG00000182481
HGNC:6396	Approved	KPNA3	karyopherin subunit alpha 3	3839	ENSG00000102753
HGNC:6397	Approved	KPNA4	karyopherin subunit alpha 4	3840	ENSG00000186432
HGNC:6398	Approved	KPNA5	karyopherin subunit alpha 5	3841	ENSG00000196911
HGNC:6399	Approved	KPNA6	karyopherin subunit alpha 6	23633	ENSG00000025800
HGNC:21839	Approved	KPNA7	karyopherin subunit alpha 7	402569	ENSG00000185467
HGNC:6400	Approved	KPNB1	karyopherin subunit beta 1	3837	ENSG00000108424
HGNC:31823	Approved	KPRP	keratinocyte proline rich protein	448834	ENSG00000203786
HGNC:6404	Approved	KPTN	kaptin, actin binding protein	11133	ENSG00000118162
HGNC:6407	Approved	KRAS	KRAS proto-oncogene, GTPase	3845	ENSG00000133703
